run,feature,domain_importance,source_mean_abs_shap,prevalence_shift,pruned_v2
gram|F68R,R_is_https,0.3757398224007876,0.024201012012678,0.4137603973099264,True
gram|F68R,R_has_scheme,0.02735193671379859,0.0,0.0088204051488332,False
gram|F68R,R_has_ip,0.0,0.0,0.009689649203117977,False
gram|F68R,R_has_punycode,0.0,0.0,0.00038154576687195174,False
gram|F68R,R_body_non_ascii_ratio,0.0,0.0,0.0,False
gram|F68R,R_percent_encoding_count,0.0041772860644753735,0.0020033291310191147,0.0,False
gram|F68R,R_mixed_script,0.0,0.0,6.498781478472787e-05,False
gram|F68R,R_homoglyph_present,0.0,0.0,2.8573061317789587e-05,False
gram|F68R,R_repeated_char_run_count,0.01859344069278298,0.019982544056301583,0.0,False
gram|F68R,R_hex_like_ratio,0.0064676149056170015,0.0329685604428444,0.0,False
gram|F68R,R_suspicious_token_count,0.0037696864752372683,0.03864178416269146,0.0,False
gram|F68R,R_auth_token_count,0.014524904228161245,0.04582557600135946,0.0,False
gram|F68R,R_urgency_token_count,0.02239104053389144,0.006567078178902287,0.0,False
gram|F68R,R_brand_token_count,0.006231970749166508,0.05071495708178989,0.0,False
gram|F68R,R_host_ratio,0.013076895143068111,0.013740155769953008,0.0,False
gram|F68R,R_path_ratio,0.01851614651119152,0.013854407128368048,0.0,False
gram|F68R,R_query_ratio,0.051343937430968156,0.00580554345577444,0.0,True
gram|F68R,R_digit_host_ratio,0.007758202078746682,0.008885870952694771,0.0,False
gram|F68R,R_subdomain_density,0.026024660555480767,0.010808251544836436,0.0,False
gram|F68R,R_mean_path_segment_length,0.0034882151969890533,0.04919208403350026,0.0,False
gram|F68R,D_body_is_https,0.0023365785505348037,0.000943305819099193,0.00749633459384403,False
gram|F68R,D68_host_entropy_ratio_bin,0.002949762930425322,0.0029644613051011677,0.0,False
gram|F68R,D_path_token_ratio,0.007529632713852922,0.022066425194834257,0.0,False
gram|F68R,D_digit_alpha_ratio,0.004066986743941104,0.004066808089046594,0.0,False
gram|F68R,D_subdomain_binary,0.0,0.0,0.0,False
gram|F68R,D_has_port_binary,0.0,0.0,0.0005647466730024123,False
gram|F68R,D_body_scheme_ratio,0.004508042930715731,0.0010026706535320343,0.0,False
gram|F68R,D_host_tld_class,0.015198710486641741,0.018184120528672822,0.0,False
gram|F68R,D_path_depth_binary,0.0,0.0006901838050736689,0.0,False
gram|F68R,D_host_entropy_norm_z,0.0,0.01038836125687243,0.0,False
gram|F68R,D_path_token_density,0.014685455849468003,0.00022101261850339393,0.0,False
gram|F68R,D_digit_run_max,0.0030528940943197855,0.01329344844322401,0.0,False
gram|F68R,D_brand_tld_match,0.009671873823032065,0.000584423963906141,0.0,False
phresh|F68R,R_body_length,0.004782440009788429,0.008092066953819421,0.0,False
phresh|F68R,R_hostname_length,0.007655315171094195,0.05515686919836053,0.0,False
phresh|F68R,R_path_length,0.00783056261788217,0.01214655411999905,0.0,False
phresh|F68R,R_query_length,0.019295609974845033,0.018679572025449485,0.0,False
phresh|F68R,R_fragment_length,0.012486909458487362,0.0,0.0,False
phresh|F68R,R_body_token_count,0.0025560899563378263,0.0026158273473528204,0.0,False
phresh|F68R,R_body_avg_token_length,0.003878979516595915,0.007979311350745822,0.0,False
phresh|F68R,R_query_param_count,0.0038008217565126106,0.0,0.0,False
phresh|F68R,R_body_digit_count,0.009011926759985274,0.00769252631104038,0.0,False
phresh|F68R,R_body_digit_ratio,0.00423316500896264,0.016081273362469024,0.0,False
phresh|F68R,R_body_alphabet_ratio,0.003290499790756774,0.01323630461975214,0.0,False
phresh|F68R,R_body_special_count,0.007164635265472554,0.004642835826908395,0.0,False
phresh|F68R,R_body_special_ratio,0.0037868754328126246,0.00717745759463151,0.0,False
phresh|F68R,R_body_dot_count,0.025291219260546238,0.0157615486095288,0.0,False
phresh|F68R,R_body_hyphen_count,0.010876133867604245,0.01395956091570533,0.0,False
phresh|F68R,R_body_underscore_count,0.005351529831098093,0.010200428398707877,0.0,False
phresh|F68R,R_path_slash_count,0.01819382176437495,0.05263627407061777,0.0,False
phresh|F68R,R_body_entropy,0.004155841946795235,0.06412539151007877,0.0,False
phresh|F68R,R_host_entropy,0.00489055166710419,0.02132525255447219,0.0,False
phresh|F68R,R_host_label_count,0.005479175049460517,0.046643884865763756,0.0,False
phresh|F68R,R_subdomain_depth,0.10923123378865089,0.00811379769794175,0.0,True
phresh|F68R,R_longest_host_token,0.004693842355743895,0.0067377920506472115,0.0,False
phresh|F68R,R_host_token_length_variance,0.009652949613684639,0.028411498141636533,0.0,False
phresh|F68R,R_numeric_host_ratio,0.004347359600100098,0.0,0.0,False
phresh|F68R,R_host_digit_count,0.014543693598913943,0.0163954264079254,0.0,False
phresh|F68R,R_host_alpha_ratio,0.004886671311325563,0.013400624792569852,0.0,False
phresh|F68R,R_path_depth,0.014271388828883028,0.008106908451020483,0.0,False
phresh|F68R,R_path_segment_count,0.0,0.0,0.0,False
phresh|F68R,R_fragment_present,0.0,0.0,0.01668730379811886,False
phresh|F68R,R_explicit_port,0.0016531783614261303,0.0,0.0005647466730024123,False
phresh|F68R,R_non_default_port,0.0,0.0,0.00015183413753386583,False
phresh|F68R,R_double_slash_path,0.0,0.0,0.0005826843348922479,False
phresh|F68R,R_at_symbol_present,0.004647555154885706,0.0,0.006622380510637511,False
phresh|F68R,R_body_delimiter_density,0.0033690521988086835,0.006172900257682536,0.0,False
phresh|F68R,R_is_https,0.37035083381701855,0.026505552501679092,0.4137603973099264,True
phresh|F68R,R_has_scheme,0.029033836146040763,0.006146859140551386,0.0088204051488332,False
phresh|F68R,R_has_ip,0.0,0.0,0.009689649203117977,False
phresh|F68R,R_has_punycode,0.0,0.0,0.00038154576687195174,False
phresh|F68R,R_body_non_ascii_ratio,0.0,0.0,0.0,False
phresh|F68R,R_percent_encoding_count,0.00408870429467774,0.002175026422430906,0.0,False
phresh|F68R,R_mixed_script,0.0,0.0,6.498781478472787e-05,False
phresh|F68R,R_homoglyph_present,0.0,0.0,2.8573061317789587e-05,False
phresh|F68R,R_repeated_char_run_count,0.01825711445097413,0.08889999607972401,0.0,False
phresh|F68R,R_hex_like_ratio,0.007273150651152658,0.005626815464907145,0.0,False
phresh|F68R,R_suspicious_token_count,0.00352392230623836,0.015482907806426503,0.0,False
phresh|F68R,R_auth_token_count,0.01470604828073818,0.005852431740178802,0.0,False
phresh|F68R,R_urgency_token_count,0.020201866997094135,0.00043790502251218536,0.0,False
phresh|F68R,R_brand_token_count,0.006226873460965109,0.01590547882231639,0.0,False
phresh|F68R,R_host_ratio,0.01367690789278383,0.005076756795629125,0.0,False
phresh|F68R,R_path_ratio,0.01903081445925863,0.20284311661305576,0.0,False
phresh|F68R,R_query_ratio,0.061429620361794,0.0,0.0,True
phresh|F68R,R_digit_host_ratio,0.008049781066123212,0.005794941337518302,0.0,False
phresh|F68R,R_subdomain_density,0.02711729522532486,0.007175910140700824,0.0,False
phresh|F68R,R_mean_path_segment_length,0.003430763499565523,0.015880609701353424,0.0,False
phresh|F68R,D_body_is_https,0.0021696762768523116,0.0,0.00749633459384403,False
phresh|F68R,D68_host_entropy_ratio_bin,0.002608424933588061,0.007806029610256348,0.0,False
phresh|F68R,D_path_token_ratio,0.007839997847545742,0.021822187415935588,0.0,False
phresh|F68R,D_digit_alpha_ratio,0.005747714482058818,0.006832737317317948,0.0,False
phresh|F68R,D_subdomain_binary,0.0,0.0,0.0,False
phresh|F68R,D_has_port_binary,0.0,0.0,0.0005647466730024123,False
phresh|F68R,D_body_scheme_ratio,0.005095479900760509,0.0,0.0,False
phresh|F68R,D_host_tld_class,0.015619469968055077,0.08382592376206834,0.0,False
phresh|F68R,D_path_depth_binary,0.0,0.0,0.0,False
phresh|F68R,D_host_entropy_norm_z,0.0,0.0,0.0,False
phresh|F68R,D_path_token_density,0.004472064632888749,0.009111526581061406,0.0,False
phresh|F68R,D_digit_run_max,0.00396753083733912,0.000520393745652857,0.0,False
phresh|F68R,D_brand_tld_match,0.010773079292222468,0.0007850065438967544,0.0,False
